video,mini-scene-id
13_01_23-DJI_0041,13_01_23-DJI_0041_41.0
13_01_23-DJI_0041,13_01_23-DJI_0041_44.0
13_01_23-DJI_0041,13_01_23-DJI_0041_45.0
13_01_23-DJI_0041,13_01_23-DJI_0041_48.0
13_01_23-DJI_0024,13_01_23-DJI_0024_2.0
13_01_23-DJI_0024,13_01_23-DJI_0024_3.0
13_01_23-DJI_0024,13_01_23-DJI_0024_1.0
13_01_23-DJI_0024,13_01_23-DJI_0024_4.0
13_01_23-DJI_0024,13_01_23-DJI_0024_6.0
13_01_23-DJI_0024,13_01_23-DJI_0024_7.0
13_01_23-DJI_0024,13_01_23-DJI_0024_8.0
13_01_23-DJI_0024,13_01_23-DJI_0024_9.0
13_01_23-DJI_0024,13_01_23-DJI_0024_11.0
13_01_23-DJI_0024,13_01_23-DJI_0024_12.0
13_01_23-DJI_0024,13_01_23-DJI_0024_13.0
13_01_23-DJI_0024,13_01_23-DJI_0024_15.0
13_01_23-DJI_0024,13_01_23-DJI_0024_16.0
13_01_23-DJI_0024,13_01_23-DJI_0024_17.0
13_01_23-DJI_0024,13_01_23-DJI_0024_19.0
13_01_23-DJI_0024,13_01_23-DJI_0024_20.0
13_01_23-DJI_0024,13_01_23-DJI_0024_22.0
13_01_23-DJI_0024,13_01_23-DJI_0024_23.0
13_01_23-DJI_0024,13_01_23-DJI_0024_24.0
13_01_23-DJI_0024,13_01_23-DJI_0024_26.0
13_01_23-DJI_0024,13_01_23-DJI_0024_27.0
13_01_23-DJI_0024,13_01_23-DJI_0024_28.0
13_01_23-DJI_0024,13_01_23-DJI_0024_29.0
13_01_23-DJI_0024,13_01_23-DJI_0024_33.0
13_01_23-DJI_0024,13_01_23-DJI_0024_36.0
13_01_23-DJI_0024,13_01_23-DJI_0024_38.0
13_01_23-DJI_0024,13_01_23-DJI_0024_39.0
13_01_23-DJI_0024,13_01_23-DJI_0024_41.0
13_01_23-DJI_0024,13_01_23-DJI_0024_42.0
13_01_23-DJI_0024,13_01_23-DJI_0024_43.0
13_01_23-DJI_0024,13_01_23-DJI_0024_44.0
13_01_23-DJI_0024,13_01_23-DJI_0024_45.0
13_01_23-DJI_0024,13_01_23-DJI_0024_46.0
13_01_23-DJI_0024,13_01_23-DJI_0024_47.0
13_01_23-DJI_0024,13_01_23-DJI_0024_48.0
13_01_23-DJI_0024,13_01_23-DJI_0024_50.0
13_01_23-DJI_0024,13_01_23-DJI_0024_51.0
13_01_23-DJI_0024,13_01_23-DJI_0024_52.0
13_01_23-DJI_0024,13_01_23-DJI_0024_53.0
13_01_23-DJI_0024,13_01_23-DJI_0024_55.0
13_01_23-DJI_0024,13_01_23-DJI_0024_54.0
13_01_23-DJI_0024,13_01_23-DJI_0024_56.0
13_01_23-DJI_0024,13_01_23-DJI_0024_57.0
13_01_23-DJI_0024,13_01_23-DJI_0024_58.0
13_01_23-DJI_0024,13_01_23-DJI_0024_59.0
13_01_23-DJI_0024,13_01_23-DJI_0024_60.0
13_01_23-DJI_0015,13_01_23-DJI_0015_1.0
13_01_23-DJI_0031,13_01_23-DJI_0031_1.0
13_01_23-DJI_0031,13_01_23-DJI_0031_6.0
13_01_23-DJI_0031,13_01_23-DJI_0031_8.0
13_01_23-DJI_0031,13_01_23-DJI_0031_9.0
13_01_23-DJI_0031,13_01_23-DJI_0031_15.0
13_01_23-DJI_0031,13_01_23-DJI_0031_22.0
13_01_23-DJI_0031,13_01_23-DJI_0031_25.0
13_01_23-DJI_0031,13_01_23-DJI_0031_26.0
13_01_23-DJI_0031,13_01_23-DJI_0031_29.0
13_01_23-DJI_0031,13_01_23-DJI_0031_49.0
13_01_23-DJI_0031,13_01_23-DJI_0031_51.0
13_01_23-DJI_0031,13_01_23-DJI_0031_53.0
13_01_23-DJI_0031,13_01_23-DJI_0031_57.0
13_01_23-DJI_0031,13_01_23-DJI_0031_59.0
13_01_23-DJI_0031,13_01_23-DJI_0031_56.0
13_01_23-DJI_0031,13_01_23-DJI_0031_60.0
13_01_23-DJI_0031,13_01_23-DJI_0031_66.0
13_01_23-DJI_0031,13_01_23-DJI_0031_67.0
13_01_23-DJI_0031,13_01_23-DJI_0031_68.0
13_01_23-DJI_0031,13_01_23-DJI_0031_69.0
12_01_23-DJI_0003,12_01_23-DJI_0003_1.0
12_01_23-DJI_0008,12_01_23-DJI_0008_2.0
12_01_23-DJI_0008,12_01_23-DJI_0008_3.0
12_01_23-DJI_0008,12_01_23-DJI_0008_1.0
12_01_23-DJI_0008,12_01_23-DJI_0008_4.0
12_01_23-DJI_0008,12_01_23-DJI_0008_6.0
12_01_23-DJI_0008,12_01_23-DJI_0008_10.0
12_01_23-DJI_0008,12_01_23-DJI_0008_12.0
12_01_23-DJI_0008,12_01_23-DJI_0008_15.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_2.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_5.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_3.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_1.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_6.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_4.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_7.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_8.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_10.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_11.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_12.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_14.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_15.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_16.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_17.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_18.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_19.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_23.0
16_01_23_session_2-DJI_0003,16_01_23_session_2-DJI_0003_26.0
13_01_23-DJI_0032,13_01_23-DJI_0032_1.0
13_01_23-DJI_0032,13_01_23-DJI_0032_2.0
13_01_23-DJI_0032,13_01_23-DJI_0032_5.0
13_01_23-DJI_0032,13_01_23-DJI_0032_6.0
13_01_23-DJI_0032,13_01_23-DJI_0032_13.0
13_01_23-DJI_0032,13_01_23-DJI_0032_14.0
13_01_23-DJI_0032,13_01_23-DJI_0032_16.0
13_01_23-DJI_0032,13_01_23-DJI_0032_17.0
13_01_23-DJI_0032,13_01_23-DJI_0032_18.0
13_01_23-DJI_0032,13_01_23-DJI_0032_22.0
13_01_23-DJI_0032,13_01_23-DJI_0032_23.0
13_01_23-DJI_0032,13_01_23-DJI_0032_24.0
13_01_23-DJI_0032,13_01_23-DJI_0032_26.0
13_01_23-DJI_0032,13_01_23-DJI_0032_27.0
13_01_23-DJI_0032,13_01_23-DJI_0032_28.0
13_01_23-DJI_0032,13_01_23-DJI_0032_29.0
13_01_23-DJI_0032,13_01_23-DJI_0032_30.0
13_01_23-DJI_0032,13_01_23-DJI_0032_32.0
13_01_23-DJI_0032,13_01_23-DJI_0032_33.0
13_01_23-DJI_0032,13_01_23-DJI_0032_35.0
13_01_23-DJI_0032,13_01_23-DJI_0032_36.0
13_01_23-DJI_0032,13_01_23-DJI_0032_39.0
13_01_23-DJI_0032,13_01_23-DJI_0032_40.0
13_01_23-DJI_0032,13_01_23-DJI_0032_42.0
13_01_23-DJI_0032,13_01_23-DJI_0032_43.0
13_01_23-DJI_0032,13_01_23-DJI_0032_45.0
13_01_23-DJI_0032,13_01_23-DJI_0032_48.0
13_01_23-DJI_0013,13_01_23-DJI_0013_3.0
13_01_23-DJI_0013,13_01_23-DJI_0013_4.0
13_01_23-DJI_0013,13_01_23-DJI_0013_5.0
13_01_23-DJI_0013,13_01_23-DJI_0013_6.0
13_01_23-DJI_0013,13_01_23-DJI_0013_7.0
13_01_23-DJI_0013,13_01_23-DJI_0013_8.0
13_01_23-DJI_0013,13_01_23-DJI_0013_9.0
13_01_23-DJI_0013,13_01_23-DJI_0013_21.0
13_01_23-DJI_0013,13_01_23-DJI_0013_23.0
13_01_23-DJI_0013,13_01_23-DJI_0013_25.0
13_01_23-DJI_0013,13_01_23-DJI_0013_28.0
13_01_23-DJI_0013,13_01_23-DJI_0013_29.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_42.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_43.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_44.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_46.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_47.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_49.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_50.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_53.0
16_01_23_session_1-DJI_0001,16_01_23_session_1-DJI_0001_54.0
13_01_23-DJI_0009,13_01_23-DJI_0009_1.0
13_01_23-DJI_0009,13_01_23-DJI_0009_4.0
13_01_23-DJI_0009,13_01_23-DJI_0009_7.0
13_01_23-DJI_0009,13_01_23-DJI_0009_9.0
13_01_23-DJI_0009,13_01_23-DJI_0009_14.0
12_01_23-DJI_0997,12_01_23-DJI_0997_12.0
12_01_23-DJI_0997,12_01_23-DJI_0997_13.0
12_01_23-DJI_0997,12_01_23-DJI_0997_15.0
12_01_23-DJI_0997,12_01_23-DJI_0997_17.0
12_01_23-DJI_0997,12_01_23-DJI_0997_20.0
12_01_23-DJI_0997,12_01_23-DJI_0997_22.0
12_01_23-DJI_0997,12_01_23-DJI_0997_23.0
12_01_23-DJI_0997,12_01_23-DJI_0997_24.0
12_01_23-DJI_0997,12_01_23-DJI_0997_33.0
12_01_23-DJI_0997,12_01_23-DJI_0997_39.0
12_01_23-DJI_0997,12_01_23-DJI_0997_41.0
12_01_23-DJI_0997,12_01_23-DJI_0997_42.0
12_01_23-DJI_0997,12_01_23-DJI_0997_43.0
12_01_23-DJI_0997,12_01_23-DJI_0997_61.0
12_01_23-DJI_0997,12_01_23-DJI_0997_62.0
12_01_23-DJI_0997,12_01_23-DJI_0997_63.0
12_01_23-DJI_0997,12_01_23-DJI_0997_65.0
12_01_23-DJI_0989,12_01_23-DJI_0989_2.0
12_01_23-DJI_0989,12_01_23-DJI_0989_3.0
12_01_23-DJI_0989,12_01_23-DJI_0989_1.0
12_01_23-DJI_0989,12_01_23-DJI_0989_4.0
12_01_23-DJI_0989,12_01_23-DJI_0989_5.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_17.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_22.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_23.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_33.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_34.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_36.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_40.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_41.0
17_01_2023_session_2-DJI_0008,17_01_2023_session_2-DJI_0008_43.0
11_01_23-DJI_0978,11_01_23-DJI_0978_2.0
11_01_23-DJI_0978,11_01_23-DJI_0978_3.0
11_01_23-DJI_0978,11_01_23-DJI_0978_1.0
11_01_23-DJI_0978,11_01_23-DJI_0978_4.0
11_01_23-DJI_0978,11_01_23-DJI_0978_7.0
11_01_23-DJI_0978,11_01_23-DJI_0978_8.0
11_01_23-DJI_0978,11_01_23-DJI_0978_9.0
11_01_23-DJI_0978,11_01_23-DJI_0978_10.0
11_01_23-DJI_0978,11_01_23-DJI_0978_14.0
11_01_23-DJI_0978,11_01_23-DJI_0978_15.0
11_01_23-DJI_0978,11_01_23-DJI_0978_16.0
11_01_23-DJI_0978,11_01_23-DJI_0978_18.0
11_01_23-DJI_0978,11_01_23-DJI_0978_19.0
11_01_23-DJI_0978,11_01_23-DJI_0978_20.0
11_01_23-DJI_0978,11_01_23-DJI_0978_21.0
11_01_23-DJI_0978,11_01_23-DJI_0978_22.0
11_01_23-DJI_0978,11_01_23-DJI_0978_23.0
11_01_23-DJI_0978,11_01_23-DJI_0978_24.0
11_01_23-DJI_0978,11_01_23-DJI_0978_28.0
13_01_23-DJI_0021,13_01_23-DJI_0021_29.0
13_01_23-DJI_0021,13_01_23-DJI_0021_35.0
13_01_23-DJI_0021,13_01_23-DJI_0021_36.0
13_01_23-DJI_0021,13_01_23-DJI_0021_39.0
13_01_23-DJI_0021,13_01_23-DJI_0021_40.0
13_01_23-DJI_0021,13_01_23-DJI_0021_41.0
13_01_23-DJI_0021,13_01_23-DJI_0021_42.0
13_01_23-DJI_0021,13_01_23-DJI_0021_43.0
13_01_23-DJI_0036,13_01_23-DJI_0036_1.0
13_01_23-DJI_0036,13_01_23-DJI_0036_2.0
13_01_23-DJI_0036,13_01_23-DJI_0036_5.0
13_01_23-DJI_0036,13_01_23-DJI_0036_6.0
13_01_23-DJI_0036,13_01_23-DJI_0036_7.0
13_01_23-DJI_0036,13_01_23-DJI_0036_8.0
13_01_23-DJI_0036,13_01_23-DJI_0036_9.0
13_01_23-DJI_0036,13_01_23-DJI_0036_10.0
13_01_23-DJI_0036,13_01_23-DJI_0036_11.0
13_01_23-DJI_0036,13_01_23-DJI_0036_14.0
13_01_23-DJI_0036,13_01_23-DJI_0036_16.0
13_01_23-DJI_0036,13_01_23-DJI_0036_24.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_2.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_5.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_3.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_1.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_4.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_6.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_9.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_11.0
17_01_2023_session_2-DJI_0010,17_01_2023_session_2-DJI_0010_12.0
17_01_2023_session_1-DJI_0006,17_01_2023_session_1-DJI_0006_57.0
17_01_2023_session_1-DJI_0006,17_01_2023_session_1-DJI_0006_58.0
17_01_2023_session_1-DJI_0006,17_01_2023_session_1-DJI_0006_56.0
17_01_2023_session_1-DJI_0006,17_01_2023_session_1-DJI_0006_59.0
17_01_2023_session_1-DJI_0006,17_01_2023_session_1-DJI_0006_72.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_2.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_7.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_5.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_3.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_1.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_6.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_4.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_9.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_12.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_13.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_14.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_15.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_16.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_17.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_18.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_19.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_20.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_22.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_21.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_23.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_25.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_26.0
16_01_23_session_1-DJI_0004,16_01_23_session_1-DJI_0004_27.0
13_01_23-DJI_0022,13_01_23-DJI_0022_13.0
13_01_23-DJI_0022,13_01_23-DJI_0022_16.0
13_01_23-DJI_0022,13_01_23-DJI_0022_17.0
13_01_23-DJI_0022,13_01_23-DJI_0022_18.0
13_01_23-DJI_0022,13_01_23-DJI_0022_22.0
13_01_23-DJI_0022,13_01_23-DJI_0022_29.0
13_01_23-DJI_0022,13_01_23-DJI_0022_35.0
13_01_23-DJI_0022,13_01_23-DJI_0022_36.0
13_01_23-DJI_0022,13_01_23-DJI_0022_37.0
13_01_23-DJI_0022,13_01_23-DJI_0022_38.0
13_01_23-DJI_0022,13_01_23-DJI_0022_40.0
13_01_23-DJI_0022,13_01_23-DJI_0022_41.0
13_01_23-DJI_0022,13_01_23-DJI_0022_43.0
13_01_23-DJI_0022,13_01_23-DJI_0022_45.0
13_01_23-DJI_0022,13_01_23-DJI_0022_49.0
13_01_23-DJI_0022,13_01_23-DJI_0022_57.0
13_01_23-DJI_0022,13_01_23-DJI_0022_58.0
13_01_23-DJI_0022,13_01_23-DJI_0022_59.0
13_01_23-DJI_0022,13_01_23-DJI_0022_60.0
13_01_23-DJI_0022,13_01_23-DJI_0022_61.0
13_01_23-DJI_0022,13_01_23-DJI_0022_63.0
13_01_23-DJI_0022,13_01_23-DJI_0022_65.0
13_01_23-DJI_0022,13_01_23-DJI_0022_66.0
13_01_23-DJI_0022,13_01_23-DJI_0022_67.0
13_01_23-DJI_0022,13_01_23-DJI_0022_68.0
13_01_23-DJI_0022,13_01_23-DJI_0022_70.0
13_01_23-DJI_0022,13_01_23-DJI_0022_78.0
13_01_23-DJI_0022,13_01_23-DJI_0022_79.0
13_01_23-DJI_0022,13_01_23-DJI_0022_81.0
13_01_23-DJI_0022,13_01_23-DJI_0022_80.0
13_01_23-DJI_0022,13_01_23-DJI_0022_82.0
13_01_23-DJI_0022,13_01_23-DJI_0022_86.0
13_01_23-DJI_0022,13_01_23-DJI_0022_89.0
13_01_23-DJI_0016,13_01_23-DJI_0016_1.0
13_01_23-DJI_0016,13_01_23-DJI_0016_2.0
